Nom,Prenom,CodeEtudiant,CodeUE,Annee,Note
Garcia,Dorian,2221045,HAI648,2024-2025,17.6
Brown,Michael,2221361,HAI158,2024-2025,18.9
Brown,Luigi,2221580,HAI932,2024-2025,11.9
Jameson,Nicolas,2221371,HAI142,2024-2025,14.0
Dupont,Michael,2221507,HAI546,2024-2025,15.8
Johnson,Napoleon,2221215,HAI172,2024-2025,14.1
Williams,Napoleon,2221657,HAI811,2024-2025,11.2
Valjean,Ricardo,2221459,HAI819,2024-2025,17.9
Dupont,Luigi,2221335,HAI361,2024-2025,11.9
Davis,Jennifer,2221607,HAI574,2024-2025,13.1
Leroy,Pio,2221855,HAI488,2024-2025,14.8
Bourbon,Elizabeth,2221572,HAI866,2024-2025,17.1
Trump,Lebron,2221152,HAI255,2024-2025,14.7
Gates,Robert,2221703,HAI433,2024-2025,19.8
Miller,John,2221123,HAI710,2024-2025,10.2
Bros,Pio,2221826,HAI778,2024-2025,18.9
Bourbon,John,2221626,HAI175,2024-2025,14.2
Leroux,Rayman,2221449,HAI920,2024-2025,17.9
Garcia,Patricia,2221125,HAI644,2024-2025,18.6
Musk,Mary,2221424,HAI992,2024-2025,11.6
Leroux,Lebron,2221308,HAI674,2024-2025,18.4
Smith,Pio,2221093,HAI458,2024-2025,12.1
Jones,Mario,2221711,HAI111,2024-2025,13.3
Martinez,Mary,2221403,HAI456,2024-2025,11.6
Dupont,Florian,2221939,HAI716,2024-2025,17.1
Leroy,Linda,2221904,HAI951,2024-2025,16.7
Garcia,Josselin,2221014,HAI613,2024-2025,16.0
Leroy,David,2221763,HAI660,2024-2025,16.3
Bourbon,Jennifer,2221470,HAI648,2024-2025,11.5
Johnson,Pio,2221692,HAI389,2024-2025,10.7
Williams,Pio,2221969,HAI785,2024-2025,11.9
Bros,Linda,2221348,HAI247,2024-2025,12.3
Dough,Rayman,2221246,HAI254,2024-2025,11.9
Bros,David,2221307,HAI848,2024-2025,14.3
Bonaparte,Elon,2221739,HAI386,2024-2025,13.1
Trump,Elizabeth,2221433,HAI505,2024-2025,11.6
Smith,Linda,2221253,HAI857,2024-2025,12.5
Dough,Lebron,2221601,HAI386,2024-2025,17.5
Valjean,Michael,2221492,HAI798,2024-2025,17.6
Valjean,Luigi,2221251,HAI765,2024-2025,18.8
Johnson,Linda,2221541,HAI935,2024-2025,15.7
Lefevre,Kylian,2221187,HAI323,2024-2025,11.9
Jobs,Florian,2221976,HAI687,2024-2025,12.2
Jameson,Linda,2221642,HAI976,2024-2025,20.0
Trump,Jennifer,2221797,HAI874,2024-2025,18.5
Jameson,David,2221128,HAI621,2024-2025,11.4
Brown,Nicolas,2221030,HAI467,2024-2025,15.8
Valjean,Florian,2221643,HAI329,2024-2025,10.0
Bourbon,Donald,2221355,HAI187,2024-2025,12.1
Brown,Napoleon,2221648,HAI992,2024-2025,16.0
Lefevre,Steve,2221359,HAI807,2024-2025,15.5
Lefevre,Kevin,2221726,HAI713,2024-2025,10.6
Leroux,Mary,2221256,HAI541,2024-2025,12.6
Jones,Elon,2221686,HAI994,2024-2025,15.0
Jameson,Elon,2221842,HAI993,2024-2025,10.4
Lefevre,Elizabeth,2221943,HAI427,2024-2025,12.4
Rodriguez,Rayman,2221770,HAI382,2024-2025,15.7
Leroy,Rayman,2221542,HAI657,2024-2025,18.6
Bonaparte,Kevin,2221056,HAI799,2024-2025,18.0
Leroy,Lebron,2221685,HAI399,2024-2025,13.8
Garcia,Robert,2221625,HAI935,2024-2025,11.5
Bros,Rayman,2221557,HAI394,2024-2025,18.5
Trump,Donald,2221334,HAI969,2024-2025,14.4
Lefevre,John,2221255,HAI489,2024-2025,15.2
Bros,Lebron,2221392,HAI743,2024-2025,16.1
Brown,Pio,2221628,HAI797,2024-2025,13.7
Bonaparte,Elizabeth,2221783,HAI413,2024-2025,13.4
Smith,Rayman,2221617,HAI313,2024-2025,12.9
Garcia,James,2221070,HAI928,2024-2025,13.2
Dough,Mary,2221165,HAI259,2024-2025,17.5
Miller,Ricardo,2221699,HAI567,2024-2025,18.2
Smith,Lebron,2221555,HAI496,2024-2025,15.7
Martinez,Dorian,2221182,HAI927,2024-2025,14.3
Davis,Dorian,2221579,HAI754,2024-2025,19.4
Valjean,Nicolas,2221380,HAI103,2024-2025,13.7
Bonaparte,John,2221639,HAI878,2024-2025,14.6
Gates,Rayman,2221773,HAI931,2024-2025,17.4
Johnson,Rayman,2221696,HAI155,2024-2025,12.7
Williams,Rayman,2221214,HAI187,2024-2025,10.8
Johnson,Lebron,2221348,HAI779,2024-2025,19.3
Brown,Linda,2221051,HAI146,2024-2025,13.5
Brown,David,2221837,HAI557,2024-2025,11.2
Dupont,Linda,2221242,HAI892,2024-2025,14.3
Jobs,Mario,2221407,HAI990,2024-2025,17.5
Davis,Patricia,2221075,HAI834,2024-2025,14.6
Dupont,David,2221770,HAI263,2024-2025,13.2
Bonaparte,Jennifer,2221964,HAI646,2024-2025,16.0
Jameson,Lebron,2221613,HAI501,2024-2025,16.0
Davis,Josselin,2221957,HAI346,2024-2025,17.7
Jones,Steve,2221240,HAI337,2024-2025,19.1
Jones,Kevin,2221500,HAI535,2024-2025,15.0
Rodriguez,Kylian,2221889,HAI520,2024-2025,11.1
Bourbon,Patricia,2221948,HAI520,2024-2025,16.6
Miller,Michael,2221982,HAI559,2024-2025,18.2
Miller,Luigi,2221670,HAI397,2024-2025,13.8
Leroy,Jennifer,2221507,HAI573,2024-2025,14.8
Brown,Elon,2221187,HAI192,2024-2025,15.3
Lefevre,Donald,2221132,HAI910,2024-2025,10.3
Jones,Elizabeth,2221602,HAI696,2024-2025,15.0
Dupont,Elon,2221210,HAI222,2024-2025,11.3
Jones,John,2221456,HAI201,2024-2025,10.7
Rodriguez,Mary,2221965,HAI301,2024-2025,19.2
Trump,Dorian,2221854,HAI992,2024-2025,12.4
Bourbon,Josselin,2221348,HAI296,2024-2025,17.1
Bonaparte,Donald,2221600,HAI817,2024-2025,10.8
Gates,Kylian,2221023,HAI149,2024-2025,14.9
Miller,Florian,2221924,HAI415,2024-2025,18.0
Valjean,Linda,2221773,HAI143,2024-2025,12.6
Bros,Mary,2221508,HAI580,2024-2025,12.3
Valjean,David,2221349,HAI493,2024-2025,19.4
Leroux,Dorian,2221183,HAI763,2024-2025,10.5
Smith,Mary,2221647,HAI820,2024-2025,19.6
Trump,Patricia,2221173,HAI290,2024-2025,19.2
Jameson,Jennifer,2221364,HAI846,2024-2025,13.5
Gates,Mary,2221960,HAI710,2024-2025,12.6
Johnson,Mary,2221427,HAI712,2024-2025,18.6
Williams,Mary,2221733,HAI500,2024-2025,17.1
Brown,Lebron,2221295,HAI996,2024-2025,14.5
Jobs,Elon,2221215,HAI345,2024-2025,18.0
Dupont,Lebron,2221795,HAI226,2024-2025,17.0
Dough,Dorian,2221790,HAI210,2024-2025,16.1
Lefevre,Ricardo,2221865,HAI855,2024-2025,11.4
Trump,Josselin,2221301,HAI832,2024-2025,14.8
Valjean,Elon,2221113,HAI604,2024-2025,19.8
Musk,Robert,2221198,HAI207,2024-2025,16.7
Martinez,Robert,2221173,HAI963,2024-2025,12.5
Davis,Robert,2221271,HAI580,2024-2025,12.2
Musk,James,2221955,HAI886,2024-2025,18.4
Bourbon,Nicolas,2221548,HAI752,2024-2025,12.1
Jones,Donald,2221826,HAI424,2024-2025,18.5
Martinez,James,2221627,HAI739,2024-2025,13.0
Jameson,Donald,2221423,HAI533,2024-2025,11.2
Dupont,Elizabeth,2221587,HAI253,2024-2025,15.5
Bourbon,Napoleon,2221371,HAI173,2024-2025,16.4
Valjean,Lebron,2221761,HAI583,2024-2025,16.5
Lefevre,Michael,2221159,HAI172,2024-2025,16.6
Lefevre,Luigi,2221769,HAI530,2024-2025,15.9
Brown,Jennifer,2221180,HAI677,2024-2025,12.9
Dupont,Jennifer,2221994,HAI825,2024-2025,16.4
Bonaparte,Patricia,2221620,HAI927,2024-2025,12.6
Bonaparte,Michael,2221486,HAI304,2024-2025,18.1
Jobs,Steve,2221260,HAI529,2024-2025,10.9
Jobs,Kevin,2221150,HAI733,2024-2025,12.1
Bourbon,Pio,2221194,HAI604,2024-2025,16.8
Leroy,Dorian,2221145,HAI447,2024-2025,15.0
Garcia,Kylian,2221413,HAI763,2024-2025,13.4
Trump,Napoleon,2221163,HAI532,2024-2025,18.9
Bros,Dorian,2221449,HAI574,2024-2025,13.2
Jones,Ricardo,2221215,HAI592,2024-2025,18.0
Jobs,Elizabeth,2221574,HAI243,2024-2025,18.9
Smith,Dorian,2221137,HAI427,2024-2025,11.5
Bonaparte,Josselin,2221490,HAI437,2024-2025,14.4
Musk,Mario,2221323,HAI297,2024-2025,11.3
Jobs,John,2221203,HAI949,2024-2025,11.2
Leroy,Patricia,2221956,HAI726,2024-2025,16.9
Miller,Linda,2221017,HAI385,2024-2025,14.1
Bourbon,Linda,2221391,HAI720,2024-2025,15.8
Martinez,Mario,2221967,HAI184,2024-2025,19.4
Miller,David,2221742,HAI211,2024-2025,19.5
Garcia,Mary,2221562,HAI365,2024-2025,16.4
Leroux,Robert,2221991,HAI723,2024-2025,12.8
Bourbon,David,2221130,HAI117,2024-2025,16.0
Johnson,Dorian,2221957,HAI874,2024-2025,14.0
Leroux,James,2221958,HAI721,2024-2025,18.0
Trump,Pio,2221946,HAI742,2024-2025,15.5
Dupont,Donald,2221051,HAI283,2024-2025,15.6
Jameson,Dorian,2221061,HAI657,2024-2025,10.4
Leroy,Josselin,2221822,HAI981,2024-2025,17.7
Valjean,Jennifer,2221534,HAI618,2024-2025,10.9
Dough,Robert,2221282,HAI486,2024-2025,19.3
Jones,Patricia,2221072,HAI338,2024-2025,19.7
Lefevre,Nicolas,2221729,HAI123,2024-2025,15.9
Miller,Elon,2221618,HAI437,2024-2025,10.3
Jones,Michael,2221153,HAI902,2024-2025,10.2
Jameson,Patricia,2221397,HAI574,2024-2025,12.2
Dough,James,2221912,HAI268,2024-2025,14.6
Bonaparte,Nicolas,2221685,HAI116,2024-2025,15.7
Davis,Rayman,2221851,HAI695,2024-2025,14.6
Jones,Josselin,2221848,HAI816,2024-2025,11.8
Jameson,Josselin,2221453,HAI939,2024-2025,10.9
Jobs,Donald,2221387,HAI148,2024-2025,11.1
Bonaparte,Napoleon,2221136,HAI688,2024-2025,19.6
Valjean,Donald,2221995,HAI574,2024-2025,11.6
Bourbon,Rayman,2221782,HAI578,2024-2025,14.4
Miller,Lebron,2221385,HAI288,2024-2025,12.7
Bourbon,Lebron,2221576,HAI543,2024-2025,15.0
Brown,Dorian,2221360,HAI176,2024-2025,14.7
Rodriguez,Florian,2221965,HAI767,2024-2025,15.4
Bonaparte,Pio,2221170,HAI367,2024-2025,19.6
Leroy,Robert,2221861,HAI882,2024-2025,16.4
Bros,Robert,2221239,HAI821,2024-2025,14.2
Lefevre,Linda,2221156,HAI137,2024-2025,18.2
Musk,Kylian,2221939,HAI188,2024-2025,14.4
Rodriguez,James,2221164,HAI752,2024-2025,16.2
Lefevre,David,2221561,HAI389,2024-2025,19.4
Leroy,James,2221588,HAI283,2024-2025,13.7
Jones,Nicolas,2221337,HAI361,2024-2025,11.5
Smith,Robert,2221939,HAI555,2024-2025,20.0
Brown,Patricia,2221760,HAI838,2024-2025,13.1
Jobs,Ricardo,2221891,HAI448,2024-2025,16.9
Bros,James,2221529,HAI111,2024-2025,15.7
Dupont,Patricia,2221848,HAI320,2024-2025,10.6
Miller,Elizabeth,2221472,HAI240,2024-2025,16.1
Martinez,Kylian,2221746,HAI849,2024-2025,17.8
Trump,Rayman,2221134,HAI463,2024-2025,19.8
Gates,Florian,2221306,HAI534,2024-2025,17.7
Bonaparte,Linda,2221191,HAI383,2024-2025,16.9
Smith,James,2221777,HAI476,2024-2025,17.6
Bonaparte,David,2221652,HAI190,2024-2025,15.8
Jones,Napoleon,2221110,HAI329,2024-2025,17.1
Johnson,Robert,2221530,HAI129,2024-2025,17.2
Williams,Robert,2221140,HAI214,2024-2025,17.0
Jameson,Napoleon,2221439,HAI223,2024-2025,10.6
Brown,Josselin,2221865,HAI527,2024-2025,11.6
Gates,James,2221186,HAI412,2024-2025,16.8
Dupont,Josselin,2221803,HAI881,2024-2025,16.0
Johnson,James,2221106,HAI887,2024-2025,15.8
Williams,James,2221538,HAI482,2024-2025,16.2
Davis,Mary,2221212,HAI912,2024-2025,16.4
Lefevre,Elon,2221559,HAI274,2024-2025,19.8
Musk,Steve,2221365,HAI221,2024-2025,16.1
Musk,Kevin,2221748,HAI360,2024-2025,10.9
Miller,Jennifer,2221727,HAI731,2024-2025,14.6
Valjean,Dorian,2221671,HAI733,2024-2025,11.7
Martinez,Steve,2221345,HAI254,2024-2025,14.2
Musk,Elizabeth,2221223,HAI216,2024-2025,17.4
Jones,Pio,2221460,HAI949,2024-2025,10.8
Jameson,Pio,2221230,HAI541,2024-2025,14.8
Musk,John,2221330,HAI968,2024-2025,19.3
Jobs,Michael,2221164,HAI948,2024-2025,20.0
Jobs,Luigi,2221639,HAI457,2024-2025,13.5
Bourbon,Mary,2221645,HAI526,2024-2025,16.9
Valjean,Patricia,2221719,HAI230,2024-2025,17.0
Rodriguez,Mario,2221181,HAI465,2024-2025,16.4
Jones,Linda,2221202,HAI907,2024-2025,18.2
Jones,David,2221195,HAI176,2024-2025,13.0
Smith,Mario,2221862,HAI746,2024-2025,14.8
Valjean,Josselin,2221350,HAI757,2024-2025,16.3
Lefevre,Lebron,2221991,HAI751,2024-2025,12.3
Miller,Donald,2221577,HAI941,2024-2025,11.3
Dupont,Nicolas,2221724,HAI520,2024-2025,17.5
Leroux,Kylian,2221790,HAI273,2024-2025,19.9
Bonaparte,Rayman,2221631,HAI858,2024-2025,10.4
Gates,Mario,2221759,HAI305,2024-2025,14.0
Bonaparte,Lebron,2221258,HAI785,2024-2025,14.5
Johnson,Mario,2221321,HAI175,2024-2025,14.3
Williams,Mario,2221249,HAI849,2024-2025,14.7
Trump,Mary,2221373,HAI422,2024-2025,11.8
Dupont,Napoleon,2221056,HAI506,2024-2025,14.1
Brown,Robert,2221027,HAI757,2024-2025,13.8
Dough,Kylian,2221029,HAI142,2024-2025,17.5
Garcia,Florian,2221891,HAI807,2024-2025,13.7
Leroux,Steve,2221224,HAI810,2024-2025,15.1
Jobs,Nicolas,2221433,HAI470,2024-2025,20.0
Dupont,Pio,2221102,HAI527,2024-2025,17.2
Jobs,Napoleon,2221294,HAI840,2024-2025,13.5
Lefevre,Jennifer,2221661,HAI402,2024-2025,11.2
Jones,Rayman,2221861,HAI269,2024-2025,11.1
Valjean,Napoleon,2221827,HAI829,2024-2025,18.5
Jameson,Rayman,2221702,HAI134,2024-2025,11.7
Jones,Lebron,2221233,HAI128,2024-2025,14.6
Bourbon,Dorian,2221568,HAI978,2024-2025,19.4
Musk,Ricardo,2221603,HAI692,2024-2025,17.4
Jobs,Pio,2221920,HAI969,2024-2025,10.5
Bonaparte,Mary,2221969,HAI432,2024-2025,19.9
Martinez,Ricardo,2221383,HAI290,2024-2025,10.7
Leroy,Kylian,2221495,HAI616,2024-2025,10.0
Miller,Patricia,2221450,HAI189,2024-2025,14.5
Valjean,Pio,2221891,HAI270,2024-2025,15.1
Bros,Kylian,2221988,HAI720,2024-2025,11.4
Smith,Kylian,2221203,HAI820,2024-2025,15.2
Garcia,Mario,2221917,HAI445,2024-2025,15.5
Jobs,Linda,2221690,HAI656,2024-2025,16.4
Miller,Josselin,2221937,HAI363,2024-2025,16.3
Leroy,Mary,2221346,HAI399,2024-2025,17.0
Jobs,David,2221847,HAI934,2024-2025,18.6
Johnson,Kylian,2221139,HAI738,2024-2025,15.1
Williams,Kylian,2221815,HAI477,2024-2025,16.1
Rodriguez,Steve,2221644,HAI944,2024-2025,16.1
Rodriguez,Kevin,2221321,HAI176,2024-2025,14.6
Jones,Jennifer,2221852,HAI530,2024-2025,19.8
Bros,Steve,2221469,HAI747,2024-2025,14.4
Musk,Michael,2221137,HAI671,2024-2025,12.0
Musk,Luigi,2221337,HAI797,2024-2025,10.9
Rodriguez,Elizabeth,2221404,HAI550,2024-2025,14.6
Smith,Steve,2221784,HAI480,2024-2025,16.6
Brown,Rayman,2221368,HAI903,2024-2025,12.9
Martinez,Michael,2221055,HAI666,2024-2025,18.4
Martinez,Luigi,2221067,HAI535,2024-2025,17.0
Dupont,Rayman,2221433,HAI561,2024-2025,11.3
Rodriguez,John,2221778,HAI261,2024-2025,16.2
Jones,Mary,2221730,HAI796,2024-2025,17.1
Gates,Steve,2221740,HAI115,2024-2025,11.0
Gates,Kevin,2221847,HAI105,2024-2025,14.7
Jameson,Mary,2221276,HAI463,2024-2025,15.9
Musk,Florian,2221067,HAI364,2024-2025,14.0
Johnson,Steve,2221224,HAI476,2024-2025,19.6
Williams,Steve,2221717,HAI642,2024-2025,14.1
Williams,Kevin,2221595,HAI166,2024-2025,19.6
Gates,Elizabeth,2221561,HAI408,2024-2025,18.2
Martinez,Florian,2221930,HAI174,2024-2025,10.3
Davis,Florian,2221364,HAI748,2024-2025,13.7
Leroux,Ricardo,2221687,HAI244,2024-2025,14.5
Miller,Nicolas,2221324,HAI392,2024-2025,12.6
Gates,John,2221509,HAI323,2024-2025,19.1
Williams,John,2221267,HAI291,2024-2025,14.7
Davis,James,2221411,HAI111,2024-2025,13.9
Lefevre,Dorian,2221923,HAI752,2024-2025,19.7
Miller,Napoleon,2221798,HAI238,2024-2025,18.1
Jobs,Rayman,2221960,HAI240,2024-2025,11.2
Bonaparte,Dorian,2221459,HAI766,2024-2025,14.6
Jobs,Lebron,2221791,HAI935,2024-2025,10.7
Bourbon,Robert,2221518,HAI349,2024-2025,13.5
Valjean,Rayman,2221713,HAI232,2024-2025,11.1
Lefevre,Patricia,2221149,HAI521,2024-2025,19.1
Brown,Kylian,2221217,HAI444,2024-2025,16.2
Bourbon,James,2221322,HAI754,2024-2025,19.6
Musk,Nicolas,2221998,HAI456,2024-2025,11.0
Rodriguez,Donald,2221902,HAI840,2024-2025,10.5
Miller,Pio,2221651,HAI989,2024-2025,11.7
Lefevre,Josselin,2221102,HAI221,2024-2025,14.8
Leroux,Luigi,2221408,HAI340,2024-2025,14.8
Brown,Mary,2221911,HAI501,2024-2025,19.3
Dupont,Mary,2221894,HAI382,2024-2025,13.9
Trump,Robert,2221090,HAI468,2024-2025,10.5
Gates,Donald,2221895,HAI703,2024-2025,18.5
Leroux,Florian,2221694,HAI712,2024-2025,10.3
Trump,James,2221158,HAI449,2024-2025,18.6
Davis,Mario,2221145,HAI780,2024-2025,12.4
Dough,Luigi,2221979,HAI821,2024-2025,13.3
Jones,Dorian,2221016,HAI486,2024-2025,14.4
Garcia,Steve,2221073,HAI145,2024-2025,12.9
Jobs,Jennifer,2221362,HAI296,2024-2025,17.6
Garcia,Kevin,2221588,HAI758,2024-2025,15.1
Rodriguez,Ricardo,2221288,HAI259,2024-2025,12.5
Dough,Florian,2221844,HAI889,2024-2025,18.6
Bros,Ricardo,2221546,HAI710,2024-2025,10.2
Garcia,Elizabeth,2221432,HAI565,2024-2025,13.8
Bourbon,Mario,2221889,HAI505,2024-2025,12.5
Smith,Ricardo,2221443,HAI342,2024-2025,16.7
Musk,Linda,2221021,HAI504,2024-2025,19.8
Garcia,John,2221568,HAI211,2024-2025,15.6
Musk,David,2221587,HAI544,2024-2025,18.2
Valjean,Mary,2221954,HAI123,2024-2025,17.2
Gates,Ricardo,2221838,HAI580,2024-2025,17.5
Martinez,David,2221955,HAI286,2024-2025,20.0
Lefevre,Napoleon,2221545,HAI975,2024-2025,12.4
Johnson,Ricardo,2221734,HAI449,2024-2025,12.1
Williams,Ricardo,2221756,HAI905,2024-2025,19.2
Lefevre,Robert,2221995,HAI794,2024-2025,10.6
Trump,Mario,2221687,HAI627,2024-2025,18.6
Rodriguez,Michael,2221770,HAI247,2024-2025,15.6
Rodriguez,Luigi,2221889,HAI171,2024-2025,11.4
Bonaparte,Robert,2221284,HAI431,2024-2025,17.1
Musk,Elon,2221465,HAI139,2024-2025,14.3
Miller,Rayman,2221412,HAI194,2024-2025,16.6
Leroux,Mario,2221559,HAI859,2024-2025,13.3
Bros,Luigi,2221178,HAI680,2024-2025,10.6
Lefevre,Pio,2221617,HAI514,2024-2025,18.0
Martinez,Elon,2221734,HAI544,2024-2025,11.2
Bonaparte,James,2221965,HAI214,2024-2025,15.9
Smith,Michael,2221143,HAI699,2024-2025,19.1
Smith,Luigi,2221093,HAI696,2024-2025,16.8
Leroy,Florian,2221047,HAI611,2024-2025,17.6
Dupont,Dorian,2221965,HAI156,2024-2025,18.8
Gates,Michael,2221201,HAI705,2024-2025,10.5
Gates,Luigi,2221282,HAI916,2024-2025,18.2
Bros,Florian,2221032,HAI524,2024-2025,10.2
Johnson,Michael,2221066,HAI138,2024-2025,16.1
Johnson,Luigi,2221271,HAI216,2024-2025,16.0
Williams,Michael,2221317,HAI200,2024-2025,17.6
Williams,Luigi,2221981,HAI937,2024-2025,14.1
Garcia,Donald,2221302,HAI452,2024-2025,10.3
Dough,Mario,2221207,HAI887,2024-2025,16.4
Smith,Florian,2221087,HAI674,2024-2025,11.5
Davis,Kylian,2221995,HAI795,2024-2025,14.7
Musk,Lebron,2221031,HAI161,2024-2025,16.4
Johnson,Florian,2221056,HAI987,2024-2025,14.6
Williams,Florian,2221006,HAI112,2024-2025,17.2
Jones,Robert,2221191,HAI283,2024-2025,15.9
Jameson,Robert,2221445,HAI650,2024-2025,19.9
Jobs,Dorian,2221525,HAI849,2024-2025,10.9
Jones,James,2221167,HAI630,2024-2025,14.1
Bourbon,Kylian,2221574,HAI127,2024-2025,14.2
Rodriguez,Nicolas,2221048,HAI978,2024-2025,10.8
Jameson,James,2221810,HAI938,2024-2025,19.6
Davis,Steve,2221376,HAI933,2024-2025,18.8
Garcia,Ricardo,2221746,HAI449,2024-2025,18.6
Davis,Kevin,2221689,HAI893,2024-2025,19.2
Martinez,Kevin,2221542,HAI966,2024-2025,17.8
Leroux,Elon,2221669,HAI101,2024-2025,10.8
Rodriguez,Napoleon,2221660,HAI596,2024-2025,11.8
Jobs,Patricia,2221134,HAI313,2024-2025,14.8
Martinez,Elizabeth,2221346,HAI952,2024-2025,17.2
Davis,Elizabeth,2221332,HAI779,2024-2025,17.8
Miller,Mary,2221788,HAI649,2024-2025,11.4
Gates,Nicolas,2221050,HAI379,2024-2025,12.9
Martinez,John,2221623,HAI386,2024-2025,15.5
Davis,John,2221477,HAI226,2024-2025,18.8
Leroy,Mario,2221275,HAI606,2024-2025,18.6
Williams,Nicolas,2221125,HAI892,2024-2025,17.3
Bourbon,Steve,2221209,HAI742,2024-2025,15.4
Jobs,Josselin,2221287,HAI472,2024-2025,15.4
Bros,Mario,2221650,HAI181,2024-2025,10.1
Trump,Kylian,2221343,HAI456,2024-2025,15.4
Lefevre,Rayman,2221142,HAI271,2024-2025,11.8
Dough,Elon,2221379,HAI147,2024-2025,10.2
Gates,Napoleon,2221419,HAI191,2024-2025,16.7
Musk,Jennifer,2221437,HAI727,2024-2025,17.5
Rodriguez,Pio,2221892,HAI266,2024-2025,12.8
Martinez,Jennifer,2221792,HAI231,2024-2025,11.8
Garcia,Michael,2221611,HAI881,2024-2025,13.0
Garcia,Luigi,2221416,HAI481,2024-2025,11.0
Brown,Florian,2221586,HAI282,2024-2025,15.6
Jameson,Mario,2221039,HAI340,2024-2025,10.7
Dupont,Robert,2221868,HAI438,2024-2025,11.0
Rodriguez,Linda,2221929,HAI724,2024-2025,18.3
Trump,Steve,2221963,HAI657,2024-2025,19.6
Trump,Kevin,2221784,HAI169,2024-2025,18.5
Gates,Pio,2221817,HAI560,2024-2025,11.7
Rodriguez,David,2221779,HAI367,2024-2025,19.6
Brown,James,2221761,HAI820,2024-2025,13.5
Dupont,James,2221446,HAI620,2024-2025,14.7
Musk,Donald,2221441,HAI408,2024-2025,18.2
Leroux,Kevin,2221190,HAI861,2024-2025,14.9
Smith,David,2221703,HAI204,2024-2025,10.6
Martinez,Donald,2221686,HAI399,2024-2025,19.3
Davis,Donald,2221333,HAI718,2024-2025,12.4
Trump,John,2221692,HAI965,2024-2025,13.1
Leroux,Elizabeth,2221224,HAI393,2024-2025,11.4
Gates,Linda,2221980,HAI101,2024-2025,19.8
Gates,David,2221867,HAI115,2024-2025,17.3
Williams,Linda,2221444,HAI223,2024-2025,19.4
Leroux,John,2221437,HAI542,2024-2025,16.2
Johnson,David,2221070,HAI205,2024-2025,16.8
Williams,David,2221290,HAI621,2024-2025,15.9
Rodriguez,Elon,2221465,HAI118,2024-2025,17.4
Dough,Steve,2221086,HAI388,2024-2025,15.1
Dough,Kevin,2221411,HAI459,2024-2025,14.7
Leroy,Elon,2221677,HAI847,2024-2025,19.8
Bros,Elon,2221942,HAI159,2024-2025,11.2
Jobs,Robert,2221103,HAI333,2024-2025,11.2
Bonaparte,Kylian,2221975,HAI479,2024-2025,11.8
Dough,Elizabeth,2221453,HAI815,2024-2025,16.5
Smith,Elon,2221399,HAI127,2024-2025,18.3
Valjean,Robert,2221623,HAI832,2024-2025,10.5
Miller,Dorian,2221680,HAI729,2024-2025,12.7
Lefevre,Mary,2221549,HAI564,2024-2025,14.4
Leroux,Jennifer,2221659,HAI940,2024-2025,17.8
Jobs,James,2221990,HAI882,2024-2025,13.7
Dough,John,2221191,HAI812,2024-2025,10.5
Gates,Elon,2221473,HAI465,2024-2025,17.6
Garcia,Nicolas,2221937,HAI375,2024-2025,14.7
Valjean,James,2221821,HAI145,2024-2025,17.0
Johnson,Elon,2221878,HAI869,2024-2025,16.1
Williams,Elon,2221528,HAI130,2024-2025,17.3
Brown,Mario,2221561,HAI233,2024-2025,12.7
Davis,Ricardo,2221616,HAI748,2024-2025,16.7
Dupont,Mario,2221248,HAI110,2024-2025,12.7
Garcia,Napoleon,2221940,HAI652,2024-2025,13.3
Dough,Jennifer,2221628,HAI125,2024-2025,13.0
Bonaparte,Steve,2221072,HAI168,2024-2025,12.9
Rodriguez,Lebron,2221622,HAI241,2024-2025,15.9
Musk,Dorian,2221225,HAI246,2024-2025,13.6
Leroux,Donald,2221460,HAI618,2024-2025,17.7
Bourbon,Ricardo,2221858,HAI791,2024-2025,17.8
Leroy,Steve,2221401,HAI539,2024-2025,14.2
Jones,Kylian,2221593,HAI743,2024-2025,12.9
Garcia,Pio,2221346,HAI264,2024-2025,19.0
Leroy,Kevin,2221423,HAI971,2024-2025,15.8
Gates,Lebron,2221458,HAI345,2024-2025,10.3
Musk,Patricia,2221848,HAI920,2024-2025,18.7
Jameson,Kylian,2221372,HAI100,2024-2025,15.8
Bros,Kevin,2221093,HAI793,2024-2025,14.6
Williams,Lebron,2221432,HAI526,2024-2025,16.3
Leroy,Elizabeth,2221992,HAI319,2024-2025,15.5
Martinez,Patricia,2221414,HAI299,2024-2025,19.5
Smith,Kevin,2221764,HAI952,2024-2025,15.8
Davis,Michael,2221149,HAI598,2024-2025,19.2
Davis,Luigi,2221770,HAI335,2024-2025,15.4
Dough,Donald,2221393,HAI728,2024-2025,15.2
Bros,Elizabeth,2221311,HAI992,2024-2025,14.7
Valjean,Mario,2221172,HAI902,2024-2025,14.5
Leroy,John,2221330,HAI120,2024-2025,13.2
Musk,Josselin,2221277,HAI619,2024-2025,14.3
Smith,Elizabeth,2221723,HAI958,2024-2025,10.2
Garcia,Linda,2221558,HAI247,2024-2025,16.1
Bros,John,2221930,HAI678,2024-2025,12.9
Garcia,David,2221158,HAI788,2024-2025,14.9
Trump,Ricardo,2221274,HAI990,2024-2025,14.0
Johnson,Kevin,2221258,HAI671,2024-2025,12.3
Martinez,Josselin,2221921,HAI703,2024-2025,15.9
Smith,John,2221001,HAI173,2024-2025,15.6
Jameson,Steve,2221326,HAI682,2024-2025,10.5
